name,degree,strength,community,outdegree
Collot M,2,2,2,0
Connell R,2,2,2,0
Contat M,2,2,2,0
Cornel D,2,2,2,0
Cowie C,2,2,2,0
Crapanzano V,1,2,2,0
Creutz D,1,2,2,0
Cross I,2,2,2,0
Crotty M,2,2,2,0
Curry T,1,2,2,0
Dagostino F,2,2,2,0
Dali S,1,2,2,0
Dallago A,2,2,2,0
Daly M,1,2,2,0
Dardel E,2,2,2,0
Das V,2,2,2,0
Davidson J,2,2,2,0
Dayan P,2,2,2,0
Dekoven M,2,2,2,0
Delacroix H,2,2,2,0
Delanty G,2,2,2,0
Delauretis T,2,2,2,0
Delille E,1,2,2,0
Delphy C,1,2,2,0
Denerval G,2,2,2,0
Detmer D,2,2,2,0
Dies A,2,2,2,0
Dillard A,2,2,2,0
Dillardwright D,1,2,2,0
Djeranian O,1,2,2,0
Dolev Y,2,2,2,0
Doltomarette F,2,2,2,0
Donnici R,2,2,2,0
Doyle A,2,2,2,0
Duffy S,1,2,2,0
Dumas G,2,2,2,0
Duquin M,1,2,2,0
Eagle C,1,2,2,0
Eagle M,1,2,2,0
Edelman L,2,2,2,0
Eibleibesfeldt I,2,2,2,0
Eiff L,2,2,2,0
Eliot G,2,2,2,0
Ellison R,2,2,2,0
Elshtain J,2,2,2,0
Erickson M,2,2,2,0
Evans M,2,2,2,0
Fabian J,2,2,2,0
Falascazamponi S,1,2,2,0
Feagin S,2,2,2,0
Feder E,1,2,2,0
Federici S,2,2,2,0
Feldenkrais M,2,2,2,0
Ferguson A,2,2,2,0
Ferguson J,1,2,2,0
Filippov L,1,2,2,0
Firestone S,2,2,2,0
Fontana A,2,2,2,0
Frechtman B,2,2,2,0
Frith S,2,2,2,0
Frondizi R,2,2,2,0
Frost L,2,2,2,0
Fuss D,2,2,2,0
Gambazzi P,2,2,2,0
Garber M,2,2,2,0
Gates H,1,2,2,0
Gaut B,2,2,2,0
Gehl J,2,2,2,0
Ghilardi M,2,2,2,0
Giannini H,1,2,2,0
Gibson B,2,2,2,0
Gibson I,2,2,2,0
Giesen B,2,2,2,0
Gil J,2,2,2,0
Gilbert S,1,2,2,0
Gill R,2,2,2,0
Ginzburg C,2,2,2,0
Girard R,2,2,2,0
Glover E,2,2,2,0
Gnoli R,2,2,2,0
Godard J,2,2,2,0
Goldhammer A,2,2,2,0
Golding J,2,2,2,0
Goldthorpe R,2,2,2,0
Gomez A,2,2,2,0
Gonzalez L,2,2,2,0
Goodall J,2,2,2,0
Gordon D,2,2,2,0
Goss A,1,2,2,0
Granier J,1,2,2,0
Greenberg,2,2,2,0
Grodal T,2,2,2,0
Guyau J,2,2,2,0
Hanssen B,2,2,2,0
Harris L,2,2,2,0
Hartle A,2,2,2,0
Hartman S,2,2,2,0
Hartsock N,2,2,2,0
Heine S,2,2,2,0
Heintel E,2,2,2,0
Hemmings C,2,2,2,0
Henry P,2,2,2,0
Hepburn R,2,2,2,0
Higgins K,2,2,2,0
Hildebrand A,2,2,2,0
Hochheimer W,2,2,2,0
Hockey J,2,2,2,0
Hoeller K,2,2,2,0
Holl S,1,2,2,0
Hollis M,2,2,2,0
Horney K,2,2,2,0
Hurley R,2,2,2,0
Illouz E,2,2,2,0
Inada K,2,2,2,0
Invitto G,2,2,2,0
Jaggar A,2,2,2,0
Jarman D,2,2,2,0
Jeanson F,2,2,2,0
Jencks C,2,2,2,0
Jousse M,2,2,2,0
Kafer A,2,2,2,0
Kahn M,2,2,2,0
Kass L,2,2,2,0
Kaushik R,2,2,2,0
Kirmmse B,2,2,2,0
Kisker K,1,2,2,0
Kle P,1,2,2,0
Knatz L,2,2,2,0
Koch G,2,2,2,0
Kodalle K,2,2,2,0
Konersmann R,2,2,2,0
Kossler M,2,2,2,0
Krauss R,2,2,2,0
Kreibig J,2,2,2,0
Kremer M,2,2,2,0
Kukla R,2,2,2,0
Kuzmina T,1,2,2,0
Laban R,2,2,2,0
Lange J,2,2,2,0
Lanoix M,2,2,2,0
Larochelle M,2,2,2,0
Law I,2,2,2,0
Lazarus,2,2,2,0
Le G,2,2,2,0
Leak A,2,2,2,0
Leenhardt R,1,2,2,0
Lefebvre A,1,2,2,0
Lehar S,2,2,2,0
Leroux H,2,2,2,0
Lescroart M,2,2,2,0
Lescure J,2,2,2,0
Levy A,2,2,2,0
Levyvalensi E,2,2,2,0
Lhermitte J,2,2,2,0
Linden G,2,2,2,0
Long E,2,2,2,0
Lyubomirsky S,2,2,2,0
Macdonald I,2,2,2,0
Machiavelli N,2,2,2,0
Mahoney M,2,2,2,0
Manent P,2,2,2,0
Maniglier P,2,2,2,0
Marcel P,2,2,2,0
Marcus G,2,2,2,0
Martin P,1,2,2,0
Mcquillan M,2,2,2,0
Menase S,2,2,2,0
Mendieta E,2,2,2,0
Michotte V,2,2,2,0
Misrahi R,2,2,2,0
Mitchell R,2,2,2,0
Mitry J,2,2,2,0
Mitscherlich A,2,2,2,0
Mohr J,2,2,2,0
Mokrejs A,2,2,2,0
Moliere,2,2,2,0
Montani P,1,2,2,0
Moraga C,2,2,2,0
Moravia S,2,2,2,0
Morgan E,2,2,2,0
Morgan K,2,2,2,0
Morozov E,2,2,2,0
Moscovici S,2,2,2,0
Mudimbe V,2,2,2,0
Muldoon M,2,2,2,0
Muller O,2,2,2,0
Munro A,2,2,2,0
Nail T,2,2,2,0
Nathanson M,2,2,2,0
Negrin L,2,2,2,0
Nichols B,2,2,2,0
Nicod J,2,2,2,0
Nielson J,2,2,2,0
Nijhoff,2,2,2,0
Nolte E,2,2,2,0
Noppeney U,1,2,2,0
Nouvet C,2,2,2,0
Obrien W,2,2,2,0
Orestano R,1,2,2,0
Orwell G,2,2,2,0
Oshima H,1,2,2,0
Parlebas P,2,2,2,0
Pauer J,2,2,2,0
Pavlov I,2,2,2,0
Pepperberg I,1,2,2,0
Pera C,2,2,2,0
Perpich D,2,2,2,0
Phillips K,2,2,2,0
Phillips M,2,2,2,0
Pick A,2,2,2,0
Pierre J,2,2,2,0
Pigalev A,1,2,2,0
Piguet C,2,2,2,0
Pintos P,2,2,2,0
Place J,2,2,2,0
Pohlhaus G,2,2,2,0
Poincare J,2,2,2,0
Poltier H,1,2,2,0
Poser H,2,2,2,0
Poulsen E,2,2,2,0
Pound E,1,2,2,0
Prince S,1,2,2,0
Pruzinsky T,2,2,2,0
Raffestin C,2,2,2,0
Rehg W,1,2,2,0
Reisman D,2,2,2,0
Renault A,2,2,2,0
Rendtorff J,1,2,2,0
Richman M,1,2,2,0
Riley D,2,2,2,0
Riviere J,2,2,2,0
Roberts G,2,2,2,0
Robinet A,2,2,2,0
Robinson E,2,2,2,0
Rodrigues A,2,2,2,0
Rolf T,1,2,2,0
Romney J,2,2,2,0
Roselt J,2,2,2,0
Rosendahl Z,1,2,2,0
Rothman D,2,2,2,0
Rottenberg E,2,2,2,0
Rowe J,2,2,2,0
Royle N,2,2,2,0
Runia E,2,2,2,0
Russo F,2,2,2,0
Ryklin M,2,2,2,0
Sack R,2,2,2,0
Saintexupery A,2,2,2,0
Salvadori R,2,2,2,0
Sanchez M,1,2,2,0
Sandford S,2,2,2,0
Santos J,2,2,2,0
Sarukkai S,2,2,2,0
Savile A,2,2,2,0
Scarth F,2,2,2,0
Schmidtbiggemanw,2,2,2,0
Schroeder J,1,2,2,0
Schubert T,2,2,2,0
Seglard D,2,2,2,0
Sellheim B,2,2,2,0
Sewell J,1,2,2,0
Shapiro K,2,2,2,0
Sharr A,2,2,2,0
Sheridan A,2,2,2,0
Shiff R,2,2,2,0
Shilling C,2,2,2,0
Shiva V,2,2,2,0
Simner J,1,2,2,0
Small C,2,2,2,0
Smart B,2,2,2,0
Smetana J,2,2,2,0
Sofsky W,2,2,2,0
Soler C,2,2,2,0
Spurling L,2,2,2,0
Stadler J,2,2,2,0
Stehn A,1,2,2,0
Stein J,2,2,2,0
Steinfeld J,2,2,2,0
Stock B,2,2,2,0
Stocking G,1,2,2,0
Stoler A,1,2,2,0
Strachey J,2,2,2,0
Strauven W,2,2,2,0
Surya M,2,2,2,0
Sutherland J,2,2,2,0
Taormina M,2,2,2,0
Tassinari A,2,2,2,0
Thaut M,2,2,2,0
Thomas K,2,2,2,0
Thomas M,2,2,2,0
Tiles M,2,2,2,0
Tilley C,1,2,2,0
Tomasulo F,2,2,2,0
Tomlinson H,2,2,2,0
Touraine A,2,2,2,0
Tremain S,1,2,2,0
Tremblay J,1,2,2,0
Turnbull N,1,2,2,0
Tuzova T,1,2,2,0
Valdinoci S,2,2,2,0
Vasseleu C,2,2,2,0
Victor M,2,2,2,0
Vigna C,2,2,2,0
Villacanas J,2,2,2,0
Vyskocil I,2,2,2,0
Wahlberg M,2,2,2,0
Warnier J,2,2,2,0
Watanabe S,2,2,2,0
Watson D,2,2,2,0
Weir L,1,2,2,0
Weitzman L,1,2,2,0
Welles O,1,2,2,0
Whitehead P,2,2,2,0
Widdershoven G,2,2,2,0
Wiehl R,2,2,2,0
Wilkinson R,1,2,2,0
Williamson J,2,2,2,0
Wilson B,2,2,2,0
Winkler R,2,2,2,0
Wise T,2,2,2,0
Wittig M,2,2,2,0
Wolfflin H,2,2,2,0
Wollflin H,1,2,2,0
Worringer W,1,2,2,0
Wynter S,1,2,2,0
Yacavone D,2,2,2,0
Yerushalmi Y,1,2,2,0
Young M,1,2,2,0
Young R,2,2,2,0
Zammito J,2,2,2,0
Zavala A,1,2,2,0
Ziarek K,2,2,2,0
Zuppet R,1,2,2,0
Shores C,1,1,2,59
Huth M,1,1,2,25
Keeping J,1,1,2,22
Shuster M,1,1,2,28
Hall M,1,1,2,23
Dolezal L,1,1,2,60
Daly A,1,1,2,44
Martinez J,1,1,2,18
Jackson G,1,1,2,65
Mcweeny J,1,1,2,34
Sinnerbrink R,1,1,2,36
Dalissier M,1,1,2,46
Frere B,1,1,2,20
Whitmoyer K,1,1,2,14
Spiegel G,1,1,2,29
Bowden S,1,1,2,12
Vallega A,1,1,2,10
Klyukanov I,1,1,2,15
Tiemersma D,1,1,2,23
Ayouch T,1,1,2,25
Chimisso C,1,1,2,13
Vydra A,1,1,2,27
Wertz F,1,1,2,38
Durie R,1,1,2,9
Baeyens F,1,1,2,10
Hughes F,1,1,2,16
Cannon B,1,1,2,26
Meunier J,1,1,2,12
Vahabzadeh P,1,1,2,23
Akkerman A,1,1,2,31
Bertoldi E,1,1,2,4
Dukhan I,1,1,2,9
Garrau M,1,1,2,12
Bengtsson J,1,1,2,11
Webber J,1,1,2,17
Zervan M,1,1,2,8
Braude H,1,1,2,11
Paic Z,1,1,2,18
Fierens C,1,1,2,3
Murata J,1,1,2,5
Martins P,1,1,2,3
Santucci A,0,0,2,22
Beltramin J,0,0,2,17
Olivares C,0,0,2,4
Grant S,0,0,2,22
Ashley M,0,0,2,17
Hailwood S,0,0,2,15
Muller R,0,0,2,39
Ma M,0,0,2,4
Afolayan A,0,0,2,9
Chukwuelobe M,0,0,2,2
Dussert J,0,0,2,8
